Tên	STT	Loại	Dân số (người)	Diện tích (km2)	Mật độ (người/km2)	Sáp nhập toàn bộ từ	Sáp nhập một phần từ	Giáp ranh	Full Address 1	Latitude 1	Longitude 1	SĐT	AFF+MAF  hiện tại	AFF+MAF  2030	CN hiện có	CN cần có	SLCN	Thị trường thừa/ thiếu	Mật độ Aff+Maf	TỈNH	GHÉP ĐVHC
Diên Hồng	59	Phường	75633	2	40663	Phường 6 (Quận 10), Phường 8 (Quận 10)	Phường 14 (Quận 10)	phường Hoà Hưng, phường Vườn Lài, phường An Đông, phường Chợ Lớn, phường Minh Phụng, phường Phú Thọ và phường Tân Hoà	Số 1a Thành Thái, phường Diên Hồng	10,769974	106,661547	983035141	19.751	26.220	1	1	0	Đủ CN	9876	Thành phố Hồ Chí Minh	Diên HồngThành phố Hồ Chí Minh
An Lạc	5	Phường	172134	10	16441	Phường An Lạc (Quận Bình Tân), Phường An Lạc A (Quận Bình Tân), Phường Bình Trị Đông B (Quận Bình Tân)		phường Bình Trị Đông, phường Tân Tạo, phường Bình Phú, phường Phú Lâm, phường Phú Định và xã Tân Nhựt	Số 521 Kinh Dương Vương, phường An Lạc	10,736889	106,614878	983132123	56.052	74.302	2	2	0	Đủ CN	5605	Thành phố Hồ Chí Minh	An LạcThành phố Hồ Chí Minh
Phú Thuận	108	Phường	84089	11	7971	Phường Phú Thuận (Quận 7)	Phường Phú Mỹ (Quận 7)	phường Tân Mỹ, phường Tân Thuận, phường Cát Lái và tỉnh Đồng Nai	Số 1203 Huỳnh Tấn Phát, phường Phú Thuận	10,721902	106,736264	983914778	27.198	36.144	1	1	0	Đủ CN	2473	Thành phố Hồ Chí Minh	Phú ThuậnThành phố Hồ Chí Minh
Phước Hòa	110	Xã	42470	128	332	Xã Vĩnh Hoà (H. Phú Giáo), Xã Phước Hoà (H. Phú Giáo)	Xã Tam Lập (H. Phú Giáo)	xã Bắc Tân Uyên, xã Phú Giáo, xã An Long, xã Phước Thành, phường Chánh Phú Hoà, phường Bình Cơ và phường Vĩnh Tân	Số 410, đường ĐT741, xã Phước Hòa	11,271698	106,777808	985260630	3.530	4.678	0	0	0	Đủ CN	28	Thành phố Hồ Chí Minh	Phước HòaThành phố Hồ Chí Minh
Vĩnh Tân	161	Phường	61865	61	1008	Thị trấn Tân Bình (H. Bắc Tân Uyên), Phường Vĩnh Tân (TP. Tân Uyên)		phường Bình Cơ, phường Chánh Phú Hoà, phường Hoà Lợi, phường Bình Dương, phường Tân Hiệp và xã Phước Hoà	Đường ĐT742, phường Vĩnh Tân	11,115660	106,706094	986870470	10.305	13.486	0	0	0	Đủ CN	169	Thành phố Hồ Chí Minh	Vĩnh TânThành phố Hồ Chí Minh
Hòa Hội	72	Xã	36174	136	265	Xã Hoà Hội, Xã Hoà Hưng, Xã Hoà Bình (H. Xuyên Mộc)		xã Bàu Lâm, xã Xuân Sơn, xã Hồ Tràm, xã Xuyên Mộc, xã Bình Châu và xã Hoà Hiệp	Tỉnh lộ 328, ấp 4, xã Hoà Hội	10,626779	107,371952	987107662	4.579	6.007	0	0	0	Đủ CN	34	Thành phố Hồ Chí Minh	Hòa HộiThành phố Hồ Chí Minh
Tân Sơn Hòa	133	Phường	64150	3	24485	Phường 1 (Quận Tân Bình), Phường 2 (Quận Tân Bình), Phường 3 (Quận Tân Bình)		phường Tân Sơn Nhất, phường Tân Bình, phường Tân Sơn, phường Hạnh Thông, phường Đức Nhuận và phường Phú Nhuận	Số 291 Lê Văn Sỹ, phường Tân Sơn Hòa	10,794697	106,667531	989353992	23.257	30.908	2	1	1	Thừa CN	7752	Thành phố Hồ Chí Minh	Tân Sơn HòaThành phố Hồ Chí Minh
An Khánh													19.763	26.483	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	An KhánhThành phố Hà Nội
Ba Đình													20.286	27.268	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Ba ĐìnhThành phố Hà Nội
Ba Vì													2.871	3.799	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Ba VìThành phố Hà Nội
Bạch Mai													47.866	64.339	3	1	2	Thừa CN	#DIV/0!	Thành phố Hà Nội	Bạch MaiThành phố Hà Nội
Bất Bạt													4.317	5.711	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Bất BạtThành phố Hà Nội
Bát Tràng													18.125	24.357	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Bát TràngThành phố Hà Nội
Bình Minh													10.433	13.866	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Bình MinhThành phố Hà Nội
Bồ Đề													44.410	59.682	2	2	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Bồ ĐềThành phố Hà Nội
Cầu Giấy													48.475	65.242	3	1	2	Thừa CN	#DIV/0!	Thành phố Hà Nội	Cầu GiấyThành phố Hà Nội
Chương Dương													7.682	10.200	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Chương DươngThành phố Hà Nội
Chương Mỹ													26.396	35.571	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Chương MỹThành phố Hà Nội
Chuyên Mỹ													7.861	10.368	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Chuyên MỹThành phố Hà Nội
Cổ Đô													7.619	10.079	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Cổ ĐôThành phố Hà Nội
Cửa Nam													161.660	216.516	3	1	2	Thừa CN	#DIV/0!	Thành phố Hà Nội	Cửa NamThành phố Hà Nội
Đa Phúc													14.437	19.242	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Đa PhúcThành phố Hà Nội
Đại Mỗ													34.437	46.421	1	2	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Đại MỗThành phố Hà Nội
Đại Thanh													18.436	24.786	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Đại ThanhThành phố Hà Nội
Đại Xuyên													13.126	17.314	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Đại XuyênThành phố Hà Nội
Dân Hòa													16.111	21.355	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Dân HòaThành phố Hà Nội
Đan Phượng													6.060	8.090	1	0	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Đan PhượngThành phố Hà Nội
Định Công													33.774	45.647	2	2	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Định CôngThành phố Hà Nội
Đoài Phương													9.430	12.484	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Đoài PhươngThành phố Hà Nội
Đông Anh													29.324	39.247	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Đông AnhThành phố Hà Nội
Đống Đa													30.056	40.398	5	1	4	Thừa CN	#DIV/0!	Thành phố Hà Nội	Đống ĐaThành phố Hà Nội
Đông Ngạc													34.696	46.562	1	2	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Đông NgạcThành phố Hà Nội
Dương Hòa													11.384	15.254	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Dương HòaThành phố Hà Nội
Dương Nội													16.841	22.695	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Dương NộiThành phố Hà Nội
Gia Lâm													18.686	24.973	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Gia LâmThành phố Hà Nội
Giảng Võ													30.273	40.692	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Giảng VõThành phố Hà Nội
Hạ Bằng													3.477	4.613	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hạ BằngThành phố Hà Nội
Hà Đông													55.607	74.937	7	2	5	Thừa CN	#DIV/0!	Thành phố Hà Nội	Hà ĐôngThành phố Hà Nội
Hai Bà Trưng													66.400	89.127	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hai Bà TrưngThành phố Hà Nội
Hát Môn													7.774	10.296	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hát MônThành phố Hà Nội
Hòa Lạc													11.147	14.837	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hòa LạcThành phố Hà Nội
Hòa Phú													6.509	8.650	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hòa PhúThành phố Hà Nội
Hòa Xá													6.272	8.295	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hòa XáThành phố Hà Nội
Hoài Đức													8.809	11.762	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hoài ĐứcThành phố Hà Nội
Hoàn Kiếm													32.852	44.159	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Hoàn KiếmThành phố Hà Nội
Hoàng Liệt													22.049	29.801	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hoàng LiệtThành phố Hà Nội
Hoàng Mai													38.909	52.587	1	2	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Hoàng MaiThành phố Hà Nội
Hồng Hà													38.463	51.700	0	2	(2)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Hồng HàThành phố Hà Nội
Hồng Sơn													6.021	7.959	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hồng SơnThành phố Hà Nội
Hồng Vân													7.516	9.980	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hồng VânThành phố Hà Nội
Hưng Đạo													4.432	5.880	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hưng ĐạoThành phố Hà Nội
Hương Sơn													5.020	6.636	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Hương SơnThành phố Hà Nội
Khương Đình													44.544	60.068	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Khương ĐìnhThành phố Hà Nội
Kiến Hưng													21.267	28.661	2	2	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Kiến HưngThành phố Hà Nội
Kiều Phú													5.468	7.253	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Kiều PhúThành phố Hà Nội
Kim Anh													8.381	11.171	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Kim AnhThành phố Hà Nội
Kim Liên													40.306	54.177	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Kim LiênThành phố Hà Nội
Láng													22.585	30.357	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	LángThành phố Hà Nội
Liên Minh													8.536	11.398	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Liên MinhThành phố Hà Nội
Lĩnh Nam													8.179	11.054	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Lĩnh NamThành phố Hà Nội
Long Biên													23.269	31.269	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Long BiênThành phố Hà Nội
Mê Linh													11.114	14.840	1	0	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Mê LinhThành phố Hà Nội
Minh Châu													716	947	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Minh ChâuThành phố Hà Nội
Mỹ Đức													5.116	6.763	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Mỹ ĐứcThành phố Hà Nội
Nam Phù													8.520	11.454	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Nam PhùThành phố Hà Nội
Nghĩa Đô													81.687	109.941	3	1	2	Thừa CN	#DIV/0!	Thành phố Hà Nội	Nghĩa ĐôThành phố Hà Nội
Ngọc Hà													29.183	39.225	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Ngọc HàThành phố Hà Nội
Ngọc Hồi													8.737	11.746	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Ngọc HồiThành phố Hà Nội
Nội Bài													12.162	16.210	1	0	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Nội BàiThành phố Hà Nội
Ô Chợ Dừa													26.338	35.401	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Ô Chợ DừaThành phố Hà Nội
Ô Diên													12.405	16.564	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Ô DiênThành phố Hà Nội
Phú Cát													3.892	5.163	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phú CátThành phố Hà Nội
Phú Diễn													48.532	65.318	2	2	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phú DiễnThành phố Hà Nội
Phù Đổng													23.019	30.764	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phù ĐổngThành phố Hà Nội
Phú Lương													15.620	21.050	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Phú LươngThành phố Hà Nội
Phú Nghĩa													9.258	12.304	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phú NghĩaThành phố Hà Nội
Phú Thượng													16.592	22.363	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Phú ThượngThành phố Hà Nội
Phú Xuyên													12.378	16.435	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phú XuyênThành phố Hà Nội
Phúc Lộc													6.615	8.760	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phúc LộcThành phố Hà Nội
Phúc Lợi													24.713	33.210	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Phúc LợiThành phố Hà Nội
Phúc Sơn													5.158	6.818	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phúc SơnThành phố Hà Nội
Phúc Thịnh													23.808	31.864	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Phúc ThịnhThành phố Hà Nội
Phúc Thọ													8.119	10.751	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phúc ThọThành phố Hà Nội
Phượng Dực													10.564	13.934	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Phượng DựcThành phố Hà Nội
Phương Liệt													42.320	57.069	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Phương LiệtThành phố Hà Nội
Quảng Bị													8.205	10.905	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Quảng BịThành phố Hà Nội
Quang Minh													12.441	16.612	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Quang MinhThành phố Hà Nội
Quảng Oai													6.358	8.411	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Quảng OaiThành phố Hà Nội
Quốc Oai													5.688	7.546	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Quốc OaiThành phố Hà Nội
Sóc Sơn													20.345	27.115	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Sóc SơnThành phố Hà Nội
Sơn Đồng													12.242	16.405	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Sơn ĐồngThành phố Hà Nội
Sơn Tây													16.883	22.348	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Sơn TâyThành phố Hà Nội
Suối Hai													3.794	5.017	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Suối HaiThành phố Hà Nội
Tam Hưng													10.035	13.302	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Tam HưngThành phố Hà Nội
Tây Hồ													42.246	56.941	4	2	2	Thừa CN	#DIV/0!	Thành phố Hà Nội	Tây HồThành phố Hà Nội
Tây Mỗ													9.074	12.158	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Tây MỗThành phố Hà Nội
Tây Phương													8.968	11.898	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Tây PhươngThành phố Hà Nội
Tây Tựu													16.378	21.978	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Tây TựuThành phố Hà Nội
Thạch Thất													30.871	41.089	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Thạch ThấtThành phố Hà Nội
Thanh Liệt													15.186	20.416	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Thanh LiệtThành phố Hà Nội
Thanh Oai													13.986	18.537	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Thanh OaiThành phố Hà Nội
Thanh Trì													11.031	14.829	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Thanh TrìThành phố Hà Nội
Thanh Xuân													69.162	93.085	4	1	3	Thừa CN	#DIV/0!	Thành phố Hà Nội	Thanh XuânThành phố Hà Nội
Thiên Lộc													18.510	24.773	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Thiên LộcThành phố Hà Nội
Thư Lâm													25.453	34.066	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Thư LâmThành phố Hà Nội
Thuận An													14.100	18.845	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Thuận AnThành phố Hà Nội
Thượng Cát													10.255	13.762	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Thượng CátThành phố Hà Nội
Thượng Phúc													5.823	7.732	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Thượng PhúcThành phố Hà Nội
Thường Tín													9.061	12.031	1	0	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Thường TínThành phố Hà Nội
Tiến Thắng													11.480	15.329	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Tiến ThắngThành phố Hà Nội
Trần Phú													6.193	8.231	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Trần PhúThành phố Hà Nội
Trung Giã													10.583	14.104	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Trung GiãThành phố Hà Nội
Từ Liêm													51.358	69.230	3	2	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Từ LiêmThành phố Hà Nội
Tùng Thiện													9.957	13.180	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Tùng ThiệnThành phố Hà Nội
Tương Mai													70.360	94.880	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Tương MaiThành phố Hà Nội
Ứng Hòa													5.759	7.616	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Ứng HòaThành phố Hà Nội
Ứng Thiên													4.875	6.446	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Ứng ThiênThành phố Hà Nội
Vân Đình													5.495	7.267	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Vân ĐìnhThành phố Hà Nội
Văn Miếu - Quốc Tử Giám													39.013	52.438	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Văn Miếu - Quốc Tử GiámThành phố Hà Nội
Vật Lại													6.312	8.350	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Vật LạiThành phố Hà Nội
Việt Hưng													30.779	41.364	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Việt HưngThành phố Hà Nội
Vĩnh Hưng													26.687	36.069	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Vĩnh HưngThành phố Hà Nội
Vĩnh Thanh													16.053	21.486	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Vĩnh ThanhThành phố Hà Nội
Vĩnh Tuy													68.503	91.952	2	1	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Vĩnh TuyThành phố Hà Nội
Xuân Đỉnh													20.208	27.118	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Xuân ĐỉnhThành phố Hà Nội
Xuân Mai													8.771	11.657	1	0	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Xuân MaiThành phố Hà Nội
Xuân Phương													44.916	60.547	1	1	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Xuân PhươngThành phố Hà Nội
Yên Bài													2.308	3.053	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Yên BàiThành phố Hà Nội
Yên Hòa													32.968	44.441	5	1	4	Thừa CN	#DIV/0!	Thành phố Hà Nội	Yên HòaThành phố Hà Nội
Yên Lãng													12.748	17.022	0	0	0	Đủ CN	#DIV/0!	Thành phố Hà Nội	Yên LãngThành phố Hà Nội
Yên Nghĩa													14.905	20.087	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Yên NghĩaThành phố Hà Nội
Yên Sở													8.149	10.956	1	0	1	Thừa CN	#DIV/0!	Thành phố Hà Nội	Yên SởThành phố Hà Nội
Yên Xuân													15.732	20.938	0	1	(1)	Thiếu CN	#DIV/0!	Thành phố Hà Nội	Yên XuânThành phố Hà Nội
Thành phố Hà Giang													38.268	48.788	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Thành phố Hà GiangHà Giang
Huyện Đồng Văn													9.913	12.635	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Đồng VănHà Giang
Huyện Mèo Vạc													10.185	12.983	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Mèo VạcHà Giang
Huyện Yên Minh													12.973	16.535	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Yên MinhHà Giang
Huyện Quản Bạ													11.073	14.116	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Quản BạHà Giang
Huyện Vị Xuyên													20.134	25.669	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Vị XuyênHà Giang
Huyện Bắc Mê													7.609	9.702	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Bắc MêHà Giang
Huyện Hoàng Su Phì													8.912	11.364	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Hoàng Su PhìHà Giang
Huyện Xín Mần													10.280	13.101	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Xín MầnHà Giang
Huyện Bắc Quang													24.871	31.707	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Bắc QuangHà Giang
Huyện Quang Bình													10.798	13.769	0	0	0	Đủ CN	#DIV/0!	Hà Giang	Huyện Quang BìnhHà Giang
Thành phố Cao Bằng													41.029	52.340	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Thành phố Cao BằngCao Bằng
Huyện Bảo Lâm													8.698	11.090	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Bảo LâmCao Bằng
Huyện Bảo Lạc													7.999	10.200	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Bảo LạcCao Bằng
Huyện Hà Quảng													9.272	11.829	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Hà QuảngCao Bằng
Huyện Trùng Khánh													11.282	14.390	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Trùng KhánhCao Bằng
Huyện Hạ Lang													3.752	4.788	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Hạ LangCao Bằng
Huyện Quảng Hòa													10.184	12.991	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Quảng HòaCao Bằng
Huyện Hoà An													7.863	10.031	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Hoà AnCao Bằng
Huyện Nguyên Bình													6.531	8.333	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Nguyên BìnhCao Bằng
Huyện Thạch An													5.080	6.484	0	0	0	Đủ CN	#DIV/0!	Cao Bằng	Huyện Thạch AnCao Bằng
Thành Phố Bắc Kạn													22.052	28.142	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Thành Phố Bắc KạnBắc Kạn
Huyện Pác Nặm													4.377	5.590	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Huyện Pác NặmBắc Kạn
Huyện Ba Bể													8.018	10.238	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Huyện Ba BểBắc Kạn
Huyện Ngân Sơn													4.696	5.996	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Huyện Ngân SơnBắc Kạn
Huyện Bạch Thông													4.961	6.332	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Huyện Bạch ThôngBắc Kạn
Huyện Chợ Đồn													9.003	11.496	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Huyện Chợ ĐồnBắc Kạn
Huyện Chợ Mới													9.030	11.521	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Huyện Chợ MớiBắc Kạn
Huyện Na Rì													6.041	7.718	0	0	0	Đủ CN	#DIV/0!	Bắc Kạn	Huyện Na RìBắc Kạn
Thành phố Tuyên Quang													55.799	71.168	0	0	0	Đủ CN	#DIV/0!	Tuyên Quang	Thành phố Tuyên QuangTuyên Quang
Huyện Lâm Bình													4.774	6.092	0	0	0	Đủ CN	#DIV/0!	Tuyên Quang	Huyện Lâm BìnhTuyên Quang
Huyện Na Hang													6.742	8.603	0	0	0	Đủ CN	#DIV/0!	Tuyên Quang	Huyện Na HangTuyên Quang
Huyện Chiêm Hóa													17.519	22.360	0	0	0	Đủ CN	#DIV/0!	Tuyên Quang	Huyện Chiêm HóaTuyên Quang
Huyện Hàm Yên													20.123	25.665	0	0	0	Đủ CN	#DIV/0!	Tuyên Quang	Huyện Hàm YênTuyên Quang
Huyện Yên Sơn													22.457	28.644	0	0	0	Đủ CN	#DIV/0!	Tuyên Quang	Huyện Yên SơnTuyên Quang
Huyện Sơn Dương													35.371	45.086	0	0	0	Đủ CN	#DIV/0!	Tuyên Quang	Huyện Sơn DươngTuyên Quang
Thành phố Lào Cai													73.785	94.776	1	1	0	Đủ CN	#DIV/0!	Lào Cai	Thành phố Lào CaiLào Cai
Huyện Bát Xát													9.298	11.950	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Huyện Bát XátLào Cai
Huyện Mường Khương													5.625	7.236	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Huyện Mường KhươngLào Cai
Huyện Si Ma Cai													4.538	5.830	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Huyện Si Ma CaiLào Cai
Huyện Bắc Hà													7.176	9.227	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Huyện Bắc HàLào Cai
Huyện Bảo Thắng													15.693	20.170	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Huyện Bảo ThắngLào Cai
Huyện Bảo Yên													8.922	11.475	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Huyện Bảo YênLào Cai
Thị xã Sa Pa													12.068	15.529	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Thị xã Sa PaLào Cai
Huyện Văn Bàn													9.683	12.449	0	0	0	Đủ CN	#DIV/0!	Lào Cai	Huyện Văn BànLào Cai
Thành phố Điện Biên Phủ													46.820	59.715	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Thành phố Điện Biên PhủĐiện Biên
Thị Xã Mường Lay													2.555	3.261	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Thị Xã Mường LayĐiện Biên
Huyện Mường Nhé													5.740	7.328	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Mường NhéĐiện Biên
Huyện Mường Chà													7.153	9.129	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Mường ChàĐiện Biên
Huyện Tủa Chùa													6.405	8.176	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Tủa ChùaĐiện Biên
Huyện Tuần Giáo													10.695	13.646	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Tuần GiáoĐiện Biên
Huyện Điện Biên													15.448	19.719	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Điện BiênĐiện Biên
Huyện Điện Biên Đông													7.396	9.442	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Điện Biên ĐôngĐiện Biên
